number,name,image,theme,subtheme,rating,pieces,minifigs,us_price,eu_price,owner,want_it
5005109,LEGO 3 Pack Gel Pen Set,https://images.brickset.com/sets/small/5005109-1.jpg,Gear,Stationery,,,,,13.49,80,50
5005110,LEGO Brick Pencil Case (Red),https://images.brickset.com/sets/small/5005110-1.jpg,Gear,Stationery,,,,9.99,12.49,78,45
5005111,LEGO 9 Pack Graphite Pencils,https://images.brickset.com/sets/small/5005111-1.jpg,Gear,Stationery,,,,,10.99,44,41
5005112,LEGO Pencil Sharpeners,https://images.brickset.com/sets/small/5005112-1.jpg,Gear,Stationery,,,,5.99,7.99,53,43
5005113,Aaron Minifigure Alarm Clock,https://images.brickset.com/sets/small/5005113-1.jpg,Gear,Watches/Clocks,,,,29.99,,12,31
5005115,Clay Minifigure Alarm Clock,https://images.brickset.com/sets/small/5005115-1.jpg,Gear,Watches/Clocks,,,,29.99,,13,26
5005117,Jay Minifigure Alarm Clock,https://images.brickset.com/sets/small/5005117-1.jpg,Gear,Watches/Clocks,,,,29.99,,8,21
5005118,Lloyd Minifigure Alarm Clock,https://images.brickset.com/sets/small/5005118-1.jpg,Gear,Watches/Clocks,,,,29.99,,6,25
5005121,Kai Minifigure Alarm Clock,https://images.brickset.com/sets/small/5005121-1.jpg,Gear,Watches/Clocks,,,,29.99,,9,22
5005136,The Force Awakens PS 4 Video Game – Deluxe Edition,https://images.brickset.com/sets/small/5005136-1.jpg,Gear,Video Games/PS4,,,,69.99,,192,44
5005137,The Force Awakens Xbox 360 Video Game,https://images.brickset.com/sets/small/5005137-1.jpg,Gear,Video Games/Xbox 360,,,,49.99,,37,31
5005138,The Force Awakens Xbox One Video Game – Deluxe Edition,https://images.brickset.com/sets/small/5005138-1.jpg,Gear,Video Games/XBOX One,,,,69.99,,102,24
5005139,The Force Awakens PS 4 Video Game,https://images.brickset.com/sets/small/5005139-1.jpg,Gear,Video Games/PS4,,,,69.99,,82,17
5005140,The Force Awakens Xbox One Video Game,https://images.brickset.com/sets/small/5005140-1.jpg,Gear,Video Games/XBOX One,,,,59.99,,41,15
5005141,The Force Awakens Wii U Video Game,https://images.brickset.com/sets/small/5005141-1.jpg,Gear,Video Games/Wii U,,,,49.99,,53,31
5005144,Journal with White Band,https://images.brickset.com/sets/small/5005144-1.jpg,Gear,Stationery,,,,19.99,,29,35
5005145,Stationery Organizer,https://images.brickset.com/sets/small/5005145-1.jpg,Gear,Stationery,,,,39.99,,34,39
5005146,9 Pack Gel Pen Set,https://images.brickset.com/sets/small/5005146-1.jpg,Gear,Stationery,,,,24.99,,79,68
5005147,9 Pack Marker Set,https://images.brickset.com/sets/small/5005147-1.jpg,Gear,Stationery,,,,19.99,,50,56
5005148,9 Pack Colored Pencil with Toppers Pack,https://images.brickset.com/sets/small/5005148-1.jpg,Gear,Stationery,,,,12.99,,26,46
5005156,Gingerbread Man,https://images.brickset.com/sets/small/5005156-1.jpg,Seasonal,Christmas,,,,,,1029,326
5005160,Stationery Kit,,Gear,Stationery,,,,155.91,,3,17
5005182,Nexo Knights Season 1 DVD,https://images.brickset.com/sets/small/5005182-1.jpg,Gear,Digital Media,,,,18.99,,24,20
5005217,Death Star Ultimate Kit,https://images.brickset.com/sets/small/5005217-1.jpg,Star Wars,Virtual Product Collection,,More,,,549.99,44,348
6139025,LEGO Mixels - Series 7 - Display Box,https://images.brickset.com/sets/small/6139025-1.jpg,Mixels,Series 7,,,,,,18,28
6139030,LEGO Mixels - Series 8 - Display Box,https://images.brickset.com/sets/small/MIXELBOX-8.jpg,Mixels,Series 8,,,,,,17,31
6176782,Escape the Space Slug,https://images.brickset.com/sets/small/MAYFOURTH-1.jpg,Star Wars,Promotional,,,,,,417,838
,LEGO Star Wars: Droid Tales,https://images.brickset.com/sets/small/B0189OU0JY-1.jpg,Gear,Digital media,,,,19.99,,114,167
,Scorpion,https://images.brickset.com/sets/small/BIO601601-1.jpg,Bionicle,Magazine Gift,,,,,,134,73
,Ekimu Falcon,https://images.brickset.com/sets/small/BIO601602-1.jpg,Bionicle,Magazine Gift,,,,,,108,68
,"Bordeaux, France, Exclusive Minifigure Pack",https://images.brickset.com/sets/small/BORDEAUX-1.jpg,Promotional,LEGO brand store opening set,,,,,,22,76
,Justice League: Cosmic Clash DVD/Blu-Ray,https://images.brickset.com/sets/small/DCSHDVD3-1.jpg,Gear,Digital media,5.0,,,,,616,178
,Justice League: Gotham City Breakout DVD/Blu-ray,https://images.brickset.com/sets/small/DCSHDVD4-1.jpg,Gear,Digital media,3.0,,,,,556,239
,Miku The Dragon,https://images.brickset.com/sets/small/EL241601-1.jpg,Elves,Magazine Gift,,,,,,183,216
,Jynx the Witch's Cat,https://images.brickset.com/sets/small/EL241602-1.jpg,Elves,Magazine Gift,,,,,,131,129
,Pony Grooming Kit,https://images.brickset.com/sets/small/FR471602-1.jpg,Friends,Magazine gift,,,,,,121,92
,Parrot and Nest,https://images.brickset.com/sets/small/FR561601-1.jpg,Friends,Magazine gift,,,,,,130,157
,Valentine's Post Box,https://images.brickset.com/sets/small/FR561602-1.jpg,Friends,Magazine gift,,,,,,130,134
,Dog on stage,https://images.brickset.com/sets/small/FR561603-1.jpg,Friends,Magazine gift,,,,,,151,143
,Chocolate Kitchen,https://images.brickset.com/sets/small/FR561604-1.jpg,Friends,Magazine gift,,,,,,128,135
,Ice Cream Cart,https://images.brickset.com/sets/small/FR561605-1.jpg,Friends,Magazine gift,,,,,,120,108
,Rabbit and hutch,https://images.brickset.com/sets/small/FR561606-1.jpg,Friends,Magazine gift,,,,,,99,122
,Happy Beach,https://images.brickset.com/sets/small/FR561607-1.jpg,Friends,Magazine gift,,,,,,145,110
,Cake stall,https://images.brickset.com/sets/small/FR561608-1.jpg,Friends,Magazine gift,4.0,,,,,107,72
,Olivia's Laboratory ,https://images.brickset.com/sets/small/FR561609-1.jpg,Friends,Magazine gift,,,,,,103,91
,Halloween Shop,https://images.brickset.com/sets/small/FR561610-1.jpg,Friends,Magazine gift,,,,,,90,82
,Gift wrapping table,https://images.brickset.com/sets/small/FR561611-1.jpg,Friends,Magazine gift,,,,,,77,56
,Christmas Fireplace,https://images.brickset.com/sets/small/FR561612-1.jpg,Friends,Magazine gift,,,,,,84,62
,Lou Seal Buildable Figure,https://images.brickset.com/sets/small/GIANTS2016-1.jpg,Promotional,Miscellaneous,,,,,,10,45
,LEGO DC Super Heroes: Character Encyclopedia ,https://images.brickset.com/sets/small/ISBN024119931X-1.jpg,Books,Dorling Kindersley,4.5,1,1,,,1121,343
,LEGO Nexo Knights: The Book of Knights,https://images.brickset.com/sets/small/ISBN1465454004-1.jpg,Books,Dorling Kindersley,4.0,,,,,222,209
,LEGO Ninjago Character Encyclopedia: Updated and Expanded,https://images.brickset.com/sets/small/ISBN0241232481-1.jpg,Books,Dorling Kindersley,3.5,1,1,,,263,200
,LEGO Star Wars: Build Your Own Adventure,https://images.brickset.com/sets/small/ISBN1465450459-1.jpg,Books,Dorling Kindersley,5.0,,,,,370,226
,LEGO City: Build Your Own Adventure,https://images.brickset.com/sets/small/ISBN1465450467-1.jpg,Books,Dorling Kindersley,,,,,,104,122
,The Complete LEGO Minifigure Catalogue,https://images.brickset.com/sets/small/ISBN0473372967-1.jpg,Books,CreateSpace,,,,,,14,60
,Brick History: Amazing Historical Scenes to Build from LEGO,https://images.brickset.com/sets/small/ISBN0750967579-1.jpg,Books,The History Press,,,,,,40,267
,"Building with Virtual LEGO: Getting Started with LEGO Digital Designer, LDraw, and Mecabricks",https://images.brickset.com/sets/small/ISBN125986183X-1.jpg,Books,McGraw Hill,,,,,,6,50
,Brick History: A Brick History of the World in LEGO (US Edition),https://images.brickset.com/sets/small/ISBN143800754X-1.jpg,Books,Barron's Educational Series,,,,,,37,232
,Brick Animals: 40 Clever & Creative Ideas to Make from LEGO (US Edition),https://images.brickset.com/sets/small/ISBN1438008805-1.jpg,Books,Barron's Educational Series,,,,,,15,110
,Brick Cars: 40 Clever & Creative Ideas to Make from LEGO (US Edition),https://images.brickset.com/sets/small/ISBN1438008813-1.jpg,Books,Barron's Educational Series,,,,,,18,120
,The Ultimate Guide to Collectible Minifigures,https://images.brickset.com/sets/small/ISBN1440246998-1.jpg,Books,Krause Publications,,,,,,36,268
,LEGO Star Wars: Chronicles of the Force,https://images.brickset.com/sets/small/ISBN1465449671-1.jpg,Books,Dorling Kindersley,3.0,1,1,,,603,337
,365 Things to Do with LEGO Bricks,https://images.brickset.com/sets/small/ISBN1465453024-1.jpg,Books,Dorling Kindersley,,,,,,154,154
,The 2015 LEGO Minifigure Catalog: 1st Edition,https://images.brickset.com/sets/small/ISBN1530840082-1.jpg,Books,CreateSpace/Bartneck,,,,,,8,87
,The Star Wars LEGO Minifigure Catalog: 5th Edition,https://images.brickset.com/sets/small/ISBN1530886848-1.jpg,Books,CreateSpace/Bartneck,,,,,,12,94
,The 2014 LEGO Minifigure Catalog: 2nd Edition,https://images.brickset.com/sets/small/ISBN1530919223-1.jpg,Books,CreateSpace/Bartneck,,,,,,9,74
,The Middle Earth LEGO Minifigure Catalog,https://images.brickset.com/sets/small/ISBN1535193425-1.jpg,Books,CreateSpace/Bartneck,,,,,,7,73
,Tiny LEGO Wonders: Build 42 Impressive Miniscale Models,https://images.brickset.com/sets/small/ISBN1593277350-1.jpg,Books,No Starch Press,,,,,,52,210
,The LEGO Animation Book: Make Your Own LEGO Movies!,https://images.brickset.com/sets/small/ISBN1593277415-1.jpg,Books,No Starch Press,,,,,,36,133
,The Unofficial LEGO Technic Builder's Guide: 2nd Edition,https://images.brickset.com/sets/small/ISBN1593277601-1.jpg,Books,No Starch Press,,,,,,46,102
,The LEGO Christmas Ornaments Book: 15 Designs to Spread Holiday Cheer,https://images.brickset.com/sets/small/ISBN1593277660-1.jpg,Books,No Starch Press,,,,,,85,146
,Geeky LEGO Crafts: 21 Fun and Quirky Projects,https://images.brickset.com/sets/small/ISBN1593277679-1.jpg,Books,No Starch Press,,,,,,28,106
,Awesome LEGO Creations with Bricks You Already Have,https://images.brickset.com/sets/small/ISBN1624142818-1.jpg,Books,Page Street Publishing,,,,,,16,101
,The Greatest LEGO Builds of All Time,https://images.brickset.com/sets/small/ISBN1626867968-1.jpg,Books,Thunder Bay Press,,,,,,6,188
,Birds from Bricks: Designs That Make LEGO Take Flight,https://images.brickset.com/sets/small/ISBN1631590790-1.jpg,Books,Quarry,5.0,,,,,94,277
,Brick by Brick: Space,https://images.brickset.com/sets/small/ISBN1783422815-1.jpg,Books,,,,,,,8,47
,Build It! Volume 1,https://images.brickset.com/sets/small/ISBN1943328803-1.jpg,Books,Graphic Arts Books,,,,,,6,31
,Build It! Volume 2,https://images.brickset.com/sets/small/ISBN1943328811-1.jpg,Books,Graphic Arts Books,,,,,,5,30
,Build It! Volume 3,https://images.brickset.com/sets/small/ISBN194332882X-1.jpg,Books,Graphic Arts Books,,,,,,5,31
,Build It! World Landmarks,https://images.brickset.com/sets/small/ISBN1943328838-1.jpg,Books,Graphic Arts Books,,,,,,3,50
,LEGO Trains - concepts and techniques for realistic models,https://images.brickset.com/sets/small/ISBN3864903556-1.jpg,Books,,,,,,,36,150
,LEGO Tips for Kids: LEGO Space,https://images.brickset.com/sets/small/ISBN3958433901-1.jpg,Books,Heel-Verlag,,,,,,16,59
,Lester,https://images.brickset.com/sets/small/LESTER-1.jpg,Promotional,Minifigure,,,,,,30,183
,LEGO Mixels - Series 9 - Display Box,https://images.brickset.com/sets/small/MIXELBOX-9.jpg,Mixels,Series 9,,,,,,10,35
,Lance,https://images.brickset.com/sets/small/NEX271601-1.jpg,Nexo Knights,Magazine Gift,4.0,,1,,,653,149
,Jet Horse,https://images.brickset.com/sets/small/NEX271602-1.jpg,Nexo Knights,Magazine Gift,,,,,,367,154
,Robin,https://images.brickset.com/sets/small/NEX271603-1.jpg,Nexo Knights,Magazine Gift,,,1,,,465,124
,Two Globlin Spiders,https://images.brickset.com/sets/small/NEX271604-1.jpg,Nexo Knights,Magazine Gift,,,,,,307,151
,Lava Warrior,https://images.brickset.com/sets/small/NEX271605-1.jpg,Nexo Knights,Magazine Gift,,,1,,,481,127
,Knight Racer,https://images.brickset.com/sets/small/NIN271606-1.jpg,Nexo Knights,Magazine Gift,,,,,,284,106
,Firecracker Catapult,https://images.brickset.com/sets/small/NEX271607-1.jpg,Nexo Knights,Magazine Gift,,,,,,217,112
,Kid Clay,https://images.brickset.com/sets/small/NEX271608-1.jpg,Nexo Knights,Magazine Gift,,,,,,361,105
,Bat-Gun,https://images.brickset.com/sets/small/NEX271609-1.jpg,Nexo Knights,Magazine Gift,,,,,,202,109
,Mighty Mech Bot,https://images.brickset.com/sets/small/NEX271610-1.jpg,Nexo Knights,Magazine Gift,,,,,,231,104
,Pilot Bot,https://images.brickset.com/sets/small/NEX271611-1.jpg,Nexo Knights,Magazine Gift,,,,,,186,76
,Kai,https://images.brickset.com/sets/small/NIN891609-1.jpg,Ninjago,Magazine Gift,,,1,,,408,121
,Clouse,https://images.brickset.com/sets/small/NIN891610-1.jpg,Ninjago,Magazine Gift,4.0,,1,,,368,143
,Cole,https://images.brickset.com/sets/small/NIN891611-1.jpg,Ninjago,Magazine Gift,,,1,,,403,111
,Sqiffy,https://images.brickset.com/sets/small/NIN891602-1.jpg,Ninjago,Magazine Gift,,,1,,,390,109
,Kai's Dragon,https://images.brickset.com/sets/small/NIN891613-1.jpg,Ninjago,Magazine Gift,,,,,,248,84
,Cyren,https://images.brickset.com/sets/small/NIN891614-1.jpg,Ninjago,Magazine Gift,,,1,,,319,103
,Jay,https://images.brickset.com/sets/small/NIN891615-1.jpg,Ninjago,Magazine Gift,,,,,,319,69
,Bucko ,https://images.brickset.com/sets/small/NIN891616-1.jpg,Ninjago,Magazine Gift,,,,,,245,68
,Titanium Zane,https://images.brickset.com/sets/small/NIN891617-1.jpg,Ninjago,Magazine Gift,,,,,,312,76
,Ronin,https://images.brickset.com/sets/small/NIN891618-1.jpg,Ninjago,Magazine Gift,,,,,,299,75
,Pirate's Fighter,https://images.brickset.com/sets/small/NIN891619-1.jpg,Ninjago,Magazine Gift,,,,,,149,40
,Nya,https://images.brickset.com/sets/small/NIN891620-1.jpg,Ninjago,Magazine Gift,,,,,,210,45
,Batgirl,https://images.brickset.com/sets/small/NYCC2016-1.jpg,DC Super Hero Girls,Promotional,,,,,,54,127
,Paris Forum Des Halles Exclusive Minifigure Pack,https://images.brickset.com/sets/small/PARIS-1.jpg,Promotional,LEGO brand store opening set,,,,,,18,66
,Boston Red Sox baseball player ,https://images.brickset.com/sets/small/REDSOX-1.jpg,Promotional,Miscellaneous,,,,,,10,52
,Atom,https://images.brickset.com/sets/small/SDCC2016-6.jpg,DC Comics Super Heroes,Justice League,,,,,,121,561
,Steve Rogers Captain America,https://images.brickset.com/sets/small/SDCC2016-5.jpg,Marvel Super Heroes,Comics,,1,1,,,127,585
,Stockholm minifigure collection,https://images.brickset.com/sets/small/STOCKHOLM-1.jpg,Promotional,LEGO Brand Store Opening Set,,,,,,14,95
,Millennium Falcon,https://images.brickset.com/sets/small/SW911607-1.jpg,Star Wars,Magazine Gift,3.5,,,,,1021,393
,Landspeeder,https://images.brickset.com/sets/small/SW911608-1.jpg,Star Wars,Magazine Gift,5.0,,,,,785,298
,Naboo Starfighter,https://images.brickset.com/sets/small/SW911609-1.jpg,Star Wars,Magazine Gift,4.0,,,,,755,265
,Probe Droid,https://images.brickset.com/sets/small/SW911610-1.jpg,Star Wars,Magazine Gift,,,1,,,756,346
,AAT,https://images.brickset.com/sets/small/SW911611-1.jpg,Star Wars,Magazine Gift,,,,,,596,250
,Acklay,https://images.brickset.com/sets/small/SW911612-1.jpg,Star Wars,Magazine Gift,5.0,,,,,726,312
,TIE Bomber,https://images.brickset.com/sets/small/SW911613-1.jpg,Star Wars,Magazine Gift,,,,,,632,234
,Yoda's Hut,https://images.brickset.com/sets/small/SW911614-1.jpg,Star Wars,Magazine Gift,,,,,,522,232
,AT-AT,https://images.brickset.com/sets/small/SW911615-1.jpg,Star Wars,Magazine Gift,,,,,,554,240
,MTT,https://images.brickset.com/sets/small/SW911616-1.jpg,Star Wars,Magazine Gift,,,,,,479,188
,Palpatine's Shuttle,https://images.brickset.com/sets/small/SW911617-1.jpg,Star Wars,Magazine Gift,,,,,,501,178
,LEGO Star Wars: The Freemaker Adventures - Complete Season One (DVD/Blu-ray),https://images.brickset.com/sets/small/SWDVD-1.jpg,Gear,Digital media,,,,,,32,89
,Captain America Mosaic,https://images.brickset.com/sets/small/TRUCAPAM-1.jpg,Promotional,Miscellaneous,5.0,,,,,103,43
,Cogsworth,https://images.brickset.com/sets/small/TRUCOGSWORTH-1.jpg,Disney,Beauty and the Beast,4.0,,,,,173,151
,Millennium Falcon,https://images.brickset.com/sets/small/TRUFALCON-1.jpg,Star Wars,Promotional,4.0,,,,,440,273
,Lumiere,https://images.brickset.com/sets/small/TRULUMIERE-1.jpg,Disney,Beauty and the Beast,5.0,,,,,189,151
,Nexo Knights Shield Dock ,https://images.brickset.com/sets/small/TRUNEXO-1.jpg,Nexo Knights,Miscellaneous,4.0,,,,,244,207
,Winner's Podium,https://images.brickset.com/sets/small/TRUPODIUM-1.jpg,Miscellaneous,,,,,,,82,60
