number,name,image,theme,subtheme,year,rating,pieces,minifigs,us_price,eu_price,owner,want_it
76085,Battle of Atlantis,,DC Comics Super Heroes,DC Extended Universe,2017,,,,19.99,,,
76086,Knightcrawler Tunnel Attack,,DC Comics Super Heroes,DC Extended Universe,2017,,,,49.99,,,
76087,Flying Fox: Batmobile Airlift Attack,,DC Comics Super Heroes,DC Extended Universe,2017,,,,129.99,,,
76088,Thor vs. Hulk: Arena Clash,,Marvel Super Heroes,Thor: Ragnarok,2017,,,,59.99,69.99,,
853632,Batman Key Chain,https://images.brickset.com/sets/small/853632-1.jpg,Gear,Key Chains/The LEGO Batman Movie,2017,,,,4.99,4.99,82,64
853633,The Joker Key Chain,https://images.brickset.com/sets/small/853633-1.jpg,Gear,Key Chains/The LEGO Batman Movie,2017,,,,4.99,4.99,73,55
853634,Robin Key Chain,https://images.brickset.com/sets/small/853634-1.jpg,Gear,Key Chains/The LEGO Batman Movie,2017,,,,4.99,4.99,79,54
853635,Catwoman Key Chain,https://images.brickset.com/sets/small/853635-1.jpg,Gear,Key Chains/The LEGO Batman Movie,2017,,,,4.99,4.99,37,40
853636,Harley Quinn Key Chain,https://images.brickset.com/sets/small/853636-1.jpg,Gear,Key Chains/The LEGO Batman Movie,2017,,,,4.99,4.99,31,37
853637,Batman Up scaled Mug,https://images.brickset.com/sets/small/853637-1.jpg,Gear,Housewares,2017,,,,9.99,9.99,60,88
853638,Batman Minifigure Collector Frame,https://images.brickset.com/sets/small/853638-1.jpg,Gear,Storage,2017,,,,16.99,14.99,84,104
853639, Batman Tumbler,https://images.brickset.com/sets/small/853639-1.jpg,Gear,Housewares,2017,,,,7.99,7.99,22,25
853640,Batman 2x2 Lunch Box,https://images.brickset.com/sets/small/853640-1.jpg,Gear,Housewares,2017,,,,,7.99,12,31
853642,Batman Mask,https://images.brickset.com/sets/small/853642-1.jpg,Gear,Role-Play Toys,2017,,,,9.99,9.99,32,22
853644,The Joker Mask,https://images.brickset.com/sets/small/853644-1.jpg,Gear,Role-Play Toys,2017,,,,9.99,9.99,7,17
853645,Batgirl Mask,https://images.brickset.com/sets/small/853645-1.jpg,Gear,Role-Play Toys,2017,,,,9.99,9.99,9,18
853646,Harley Quinn Hammer,https://images.brickset.com/sets/small/853646-1.jpg,Gear,Role-Play Toys,2017,,,,12.99,12.99,7,12
853647,Batman Batarang,https://images.brickset.com/sets/small/853647-1.jpg,Gear,Role-Play Toys,2017,,,,7.99,7.99,72,41
853648,Roblin Bag Charm,https://images.brickset.com/sets/small/853648-1.jpg,Gear,Bag charms,2017,,,,4.99,4.99,12,12
853649, Batman Notebook with Stud Cover,https://images.brickset.com/sets/small/853649-1.jpg,Gear,Stationery,2017,,,,12.99,12.99,14,30
853650,Movie Maker Set,https://images.brickset.com/sets/small/853650-1.jpg,The LEGO Batman Movie,,2017,1.0,152,1,19.99,19.99,191,477
853651,The LEGO Batman Movie Accessory Set,https://images.brickset.com/sets/small/853651-1.jpg,The LEGO Batman Movie,,2017,,31,,12.99,12.99,1260,961
853652,Batman Minifigure Plush,https://images.brickset.com/sets/small/853652-1.jpg,Gear,Plush,2017,,,,24.99,24.99,16,66
853653,Batgirl Minifigure Plush,https://images.brickset.com/sets/small/853653-1.jpg,Gear,Plush,2017,,,,,24.99,4,37
853654,Aira the Wind Elf Key Chain,https://images.brickset.com/sets/small/853654-1.jpg,Gear,Key Chains/Elves,2017,,,,4.99,4.99,3,9
853659,City Police Handcuffs,https://images.brickset.com/sets/small/853659-1.jpg,Gear,Role-Play Toys,2017,,,,7.99,7.99,7,13
853660,The Joker Minifigure Plush,https://images.brickset.com/sets/small/853660-1.jpg,Gear,Plush,2017,,,,,24.99,4,16
853665,LEGO® Iconic Tumbler,https://images.brickset.com/sets/small/853665-1.jpg,Gear,Housewares,2017,,,,7.99,7.99,19,33
853666,Shark Suit Guy Key Chain,https://images.brickset.com/sets/small/853666-1.jpg,Gear,Key Chains/Miscellaneous,2017,,,,4.99,4.99,36,34
853667,Ballerina Key Chain,https://images.brickset.com/sets/small/853667-1.jpg,Gear,Key Chains/Miscellaneous,2017,,,,4.99,4.99,30,24
853668,Iconic Drinking Bottle,https://images.brickset.com/sets/small/853668-1.jpg,Gear,Houseware,2017,,,,,7.99,10,19
853669,LEGO Shopper Bag,https://images.brickset.com/sets/small/853669-1.jpg,Gear,Housewares,2017,,,,5.99,5.99,64,39
853676,Accessory Set,https://images.brickset.com/sets/small/853676-1.jpg,Nexo Knights,,2017,,27,,12.99,12.99,88,177
853677,Battle Pack,https://images.brickset.com/sets/small/853677-1.jpg,Nexo Knights,Battle Packs,2017,,23,,12.99,12.99,80,193
853678,Jestro s Sword,https://images.brickset.com/sets/small/853678-1.jpg,Gear,Role-Play Toys,2017,,,,12.99,9.99,1,9
853679,Forbidden Power Shield,https://images.brickset.com/sets/small/853679-1.jpg,Gear,Role-Play Toys,2017,,,,14.99,12.99,1,8
853680,Axl s Axe,https://images.brickset.com/sets/small/853680-1.jpg,Gear,Role-Play Toys,2017,,,,12.99,9.99,1,7
853681,Nexo Knights Collect and Combine Combo Powers,https://images.brickset.com/sets/small/853681-1.jpg,Gear,Storage,2017,,,,14.99,14.99,9,35
853682,Macy Key Chain,https://images.brickset.com/sets/small/853682-1.jpg,Gear,Key Chains/Nexo Knights,2017,,,,4.99,4.99,8,12
853683,Jestro Key Chain,https://images.brickset.com/sets/small/853683-1.jpg,Gear,Key Chains/Nexo Knights,2017,,,,4.99,4.99,18,21
853684,Lance Key Chain,https://images.brickset.com/sets/small/853684-1.jpg,Gear,Key Chains/Nexo Knights,2017,,,,4.99,4.99,9,15
853685,Aaron Key Chain,https://images.brickset.com/sets/small/853685-1.jpg,Gear,Key Chains/Nexo Knights,2017,,,,4.99,4.99,7,16
853686,Clay Key Chain,https://images.brickset.com/sets/small/853686-1.jpg,Gear,Key Chains/Nexo Knights,2017,,,,4.99,4.99,11,11
853687,Accessory Set,https://images.brickset.com/sets/small/853687-1.jpg,Ninjago,The Hands of Time,2017,5.0,26,3,12.99,12.99,294,423
853688,NINJAGO Time Blade Claw,https://images.brickset.com/sets/small/853688-1.jpg,Gear,Role-Play toys,2017,,,,7.99,7.99,7,17
853689,NINJAGO Vermillion Sword,https://images.brickset.com/sets/small/853689-1.jpg,Gear,Role-Play toys,2017,,,,12.99,9.99,6,16
853690,Kai Key Chain,https://images.brickset.com/sets/small/853690-1.jpg,Gear,Key Chains/Ninjago,2017,,,,4.99,4.99,15,15
853691,Kai Minifigure Plush,https://images.brickset.com/sets/small/853691-1.jpg,Gear,Plush,2017,,,,,24.99,3,24
853692, Nya Minifigure Plush,https://images.brickset.com/sets/small/853692-1.jpg,Gear,Plush,2017,,,,,24.99,3,21
3850016,Beaver,https://images.brickset.com/sets/small/3850016-1.jpg,Miscellaneous,Pick A Model,2017,,52,,,,23,27
3850017,Digger,https://images.brickset.com/sets/small/3850017-1.jpg,Miscellaneous,Pick A Model,2017,,56,,,,41,23
3850031,Puffin,https://images.brickset.com/sets/small/3850031-1.jpg,Miscellaneous,Pick A Model,2017,,50,,,,16,9
3850033,Guardsman,https://images.brickset.com/sets/small/3850033-1.jpg,Miscellaneous,Pick A Model,2017,,,,,,3,14
5004911,Crafting Kit,https://images.brickset.com/sets/small/5004911-1.jpg,Nexo Knights,Miscellaneous,2017,,16,,,,48,113
5004913,Nexo Knights Collector Case,https://images.brickset.com/sets/small/5004913-1.jpg,Gear,Storage,2017,,,,,,,
5004914,Armor Pod,https://images.brickset.com/sets/small/5004914-1.jpg,Nexo Knights,,2017,,,,,,,
5004915,Master Wu,,Gear,Key Chains/The LEGO Ninjago Movie,2017,,,,,,,
5004920,Ski Pod,https://images.brickset.com/sets/small/5004920-1.jpg,Friends,Snow Resort,2017,,,,,,,
5004928,Kiss Kiss Tuxedo Batman,https://images.brickset.com/sets/small/5004928-1.jpg,Gear,Key Chains/The LEGO Batman Movie,2017,5.0,,,,,387,684
5004929,Batman Battle Pod,https://images.brickset.com/sets/small/5004929-1.jpg,The LEGO Batman Movie,Promotional,2017,,24,1,,,202,1480
5004930,Accessory pack,https://images.brickset.com/sets/small/5004930-1.jpg,The LEGO Batman Movie,Promotional,2017,5.0,41,1,,,788,867
5004931,Birthday Card,https://images.brickset.com/sets/small/5004931-1.jpg,Promotional,,2017,,20,1,,,151,113
5004932,Travel Building Suitcase,https://images.brickset.com/sets/small/5004932-1.jpg,Miscellaneous,,2017,,41,,,,74,236
5005114,Aaron Kids Buildable Watch,https://images.brickset.com/sets/small/5005114-1.jpg,Gear,Watches/Clocks,2017,,,,24.99,,2,3
5005116,Clay Kids Buildable Watch,https://images.brickset.com/sets/small/5005116-1.jpg,Gear,Watches/Clocks,2017,,,,24.99,,1,4
5005119,Jay Kids Buildable Watch,https://images.brickset.com/sets/small/5005119-1.jpg,Gear,Watches/Clocks,2017,,,,24.99,,1,3
5005120,Lloyd Kids Buildable Watch,https://images.brickset.com/sets/small/5005120-1.jpg,Gear,Watches/Clocks,2017,,,,24.99,,1,12
5005122,Kai Kids Buildable Watch,https://images.brickset.com/sets/small/5005122-1.jpg,Gear,Watches/Clocks,2017,,,,24.99,,2,4
5005167,Stormtrooper Minifigure Link Watch,,Gear,Watches/Clocks,2017,,,,24.99,,1,13
5005175,Batman Hydration Bottle,https://images.brickset.com/sets/small/5005175-1.jpg,Gear,Housewares,2017,,,,9.99,,2,4
5005207,Batman Lunch Set,https://images.brickset.com/sets/small/5005207-1.jpg,Gear,Housewares,2017,,,,17.99,,1,5
5005208,Collector Box,https://images.brickset.com/sets/small/5005208-1.jpg,Gear,Storage,2017,,,,14.99,,13,20
5005209,Minifigure Display Case,https://images.brickset.com/sets/small/5005209-1.jpg,Gear,Storage,2017,,,,29.99,,20,33
5005212,LEGO® Star Wars™ Boba Fett™ and Darth Vader™ Link Watch,,{Undefined},,2017,,,,24.99,,0,0
5005219,Batman Minifigure Link Watch,https://images.brickset.com/sets/small/5005219-1.jpg,Gear,Watches/Clocks,2017,,,,24.99,,5,13
5005220,Robin Minifigure Link Watch,https://images.brickset.com/sets/small/5005220-1.jpg,Gear,Watches/Clocks,2017,,,,24.99,,3,11
5005222,THE LEGO® BATMAN MOVIE Batman™ Minifigure Alarm Clock,https://images.brickset.com/sets/small/5005222-1.jpg,Gear,Watches/Clocks,2017,,,,29.99,,5,6
5005223,THE LEGO® BATMAN MOVIE Robin™ Minifigure Alarm Clock,https://images.brickset.com/sets/small/5005223-1.jpg,Gear,Watches/Clocks,2017,,,,29.99,,4,8
5005224,Batgirl Minifigure Link Watch,https://images.brickset.com/sets/small/5005224-1.jpg,Gear,Watches/Clocks,2017,,,,24.99,,2,8
5005226,THE LEGO® BATMAN MOVIE Batgirl™ Minifigure Alarm Clock,https://images.brickset.com/sets/small/5005226-1.jpg,Gear,Watches/Clocks,2017,,,,29.99,,2,10
5005227,The Joker Minifigure Link Watch,https://images.brickset.com/sets/small/5005227-1.jpg,Gear,Watches/Clocks,2017,,,,24.99,,4,7
5005228,THE LEGO® BATMAN MOVIE Harley Quinn™ Minifigure Alarm Clock,https://images.brickset.com/sets/small/5005228-1.jpg,Gear,Watches/Clocks,2017,,,,29.99,,5,10
5005229,THE LEGO® BATMAN MOVIE The Joker™ Minifigure Alarm Clock,https://images.brickset.com/sets/small/5005229-1.jpg,Gear,Watches/Clocks,2017,,,,29.99,,0,7
5005299,Batgirl Key Light,https://images.brickset.com/sets/small/5005299-1.jpg,Gear,Lights,2017,,,,12.99,,4,11
5005301,Harley Quinn Key Light,https://images.brickset.com/sets/small/5005301-1.jpg,Gear,Lights,2017,,,,12.99,,9,12
5005317,Easter Bunny Batman Key Light,,Gear,Lights,2017,,,,12.99,,7,9
5005320,Batman Prestige Costume,https://images.brickset.com/sets/small/5005320-1.jpg,Gear,Clothing,2017,,,,69.99,,1,6
5005321,Batgirl Prestige Costume,https://images.brickset.com/sets/small/5005321-1.jpg,Gear,Clothing,2017,,,,69.99,,0,3
5005322,LEGO Star Wars Chewbacca Link Watch,,{Undefined},,2017,,,,,,0,0
5005332,LEGO Star Wars Boba Fett and Darth Vader Link Watch,,{Undefined},,2017,,,,,,0,0
5005333,Batman Minifigure Link Watch,,Gear,Watches/Clocks,2017,,,,,24.99,0,3
5005334,Robin Minifigure Link Watch,https://images.brickset.com/sets/small/5005334-1.jpg,Gear,Watches/Clocks,2017,,,,,24.99,1,4
5005335,Batman Minifigure Alarm Clock,https://images.brickset.com/sets/small/5005335-1.jpg,Gear,Watches/Clocks,2017,,,,,29.99,3,6
5005336,Batgirl Minifigure Link Watch,https://images.brickset.com/sets/small/5005336-1.jpg,Gear,Watches/Clocks,2017,,,,,24.99,2,4
5005337,The Joker Minifigure Link Watch,https://images.brickset.com/sets/small/5005337-1.jpg,Gear,Watches/Clocks,2017,,,,,24.99,0,4
5005338,Harley Quinn Minifigure Alarm Clock,https://images.brickset.com/sets/small/5005338-1.jpg,Gear,Watches/Clocks,2017,,,,,29.99,5,10
5005345,Ultimate Vehicle Kit,https://images.brickset.com/sets/small/5005345-1.jpg,The LEGO Batman Movie,Virtual Product Collection,2017,,1014,,,99.99,23,114
,Batman,https://images.brickset.com/sets/small/BAT211701-1.jpg,The LEGO Batman Movie,Magazine Gift,2017,,8,,,,537,429
,The Joker,https://images.brickset.com/sets/small/BAT211702-1.jpg,The LEGO Batman Movie,Magazine Gift,2017,,,,,,190,62
,Detention Block Rescue,https://images.brickset.com/sets/small/CELEB2017-1.jpg,Star Wars,,2017,,220,2,,,54,481
,Policeman and crook,https://images.brickset.com/sets/small/CITY951701-1.jpg,City,Magazine Gift,2017,,,,,,289,115
,Workman and wheelbarrow,https://images.brickset.com/sets/small/CITY951702-1.jpg,City,Magazine Gift,2017,,,,,,57,47
,Mr. Spry and His Lemonade Stand,https://images.brickset.com/sets/small/ELV241701-1.jpg,Elves,Magazine Gift,2017,,,,,,22,59
,Bear in Cave,https://images.brickset.com/sets/small/FR561701-1.jpg,Friends,Magazine gift,2017,,,,,,113,61
,Kitten Felix,https://images.brickset.com/sets/small/FR561702-1.jpg,Friends,Magazine gift,2017,,,,,,80,37
,Fruit Bar,https://images.brickset.com/sets/small/FR561703-1.jpg,Friends,Magazine gift,2017,,,,,,13,21
,The LEGO BATMAN MOVIE: The Making of the Movie,https://images.brickset.com/sets/small/ISBN0241279585-1.jpg,Books,Dorling Kindersley,2017,5.0,,,24.99,,97,90
,"How to Build Brick Cars: Detailed LEGO Designs for Sports Cars, Race Cars, and Muscle Cars",https://images.brickset.com/sets/small/ISBN0760352658-1.jpg,Books,Motorbooks,2017,,,,,,1,69
,The LEGO Batman Movie: Chaos in Gotham City,https://images.brickset.com/sets/small/ISBN1338112120-1.jpg,Books,Scholastic,2017,,6,1,8.99,,,
,Brick Buildings: 40 Clever & Creative Ideas to Make from Classic LEGO,https://images.brickset.com/sets/small/ISBN1438010923-1.jpg,Books,Barron's Educational Series,2017,,,,,,2,55
,Ultimate LEGO Star Wars: Characters Creatures Locations Technology Vehicles,,Books,Dorling Kindersley,2017,,,,,,1,52
,The LEGO BATMAN MOVIE: The Essential Guide,https://images.brickset.com/sets/small/ISBN1465456333-1.jpg,Books,Dorling Kindersley,2017,,,,12.99,,39,34
,DC Comics Super Heroes: The Awesome Guide,https://images.brickset.com/sets/small/ISBN1465460780-1.jpg,Books,Dorling Kindersley,2017,,,,16.99,,30,184
,NEXO KNIGHTS Build Your Own Adventure,https://images.brickset.com/sets/small/ISBN146546087X-1.jpg,Books,Dorling Kindersley,2017,,0,,,,2,83
,DC Comics Super Heroes Build Your Own Adventure,,Books,Dorling Kindersley,2017,,,,,,6,125
,The LEGO NINJAGO MOVIE: The Essential Guide,,Books,Dorling Kindersley,2017,,,,12.99,,1,23
,The LEGO NINJAGO MOVIE: The Making of the Movie,,Books,Dorling Kindersley,2017,,,,,,1,32
,NEXO KNIGHTS Character Encyclopedia,,Books,Dorling Kindersley,2017,,,,,,1,38
,The LEGO BATMAN MOVIE: The Essential Collection,,Books,Dorling Kindersley,2017,,,,19.99,,1,35
,LEGO: Absolutely Everything You Need to Know,,Books,Dorling Kindersley,2017,,,,,,1,41
,Build It! Things That Fly,https://images.brickset.com/sets/small/ISBN1513260529-1.jpg,Books,Graphic Arts Books,2017,,,,,,4,32
,Build It! Things That Float,https://images.brickset.com/sets/small/ISBN1513260553-1.jpg,Books,Graphic Arts Books,2017,,,,,,4,31
,Build It! Things That Go,https://images.brickset.com/sets/small/ISBN1513260588-1.jpg,Books,Graphic Arts Books,2017,,,,,,4,33
,"The LEGO Adventure Book, Vol. 4: Monsters, Mecha & More!",https://images.brickset.com/sets/small/ISBN1593277636-1.jpg,Books,No Starch Press,2017,,,,,,4,269
,Epic LEGO Adventures with Bricks You Already Have,https://images.brickset.com/sets/small/ISBN1624143865-1.jpg,Books,Page Street Publishing,2017,,,,,,3,64
,Building Amazing Creations: Sean Kenney's Art with Lego Bricks,https://images.brickset.com/sets/small/ISBN1627790187-1.jpg,Books,Henry Holt & Co.,2017,,,,,,3,65
,Beasts from Bricks: Amazing LEGO Designs for Animals from Around the World,https://images.brickset.com/sets/small/ISBN1631592998-1.jpg,Books,Quarry,2017,,,,,,3,114
,The Streets of Brickingdon,https://images.brickset.com/sets/small/ISBN1911113879-1.jpg,Books,Spiderwize,2017,5.0,,,,,5,64
,"Tips, Tricks & Building Techniques: The Big Unofficial LEGO Builders Book",https://images.brickset.com/sets/small/ISBN3958434797-1.jpg,Books,Heel-Verlag,2017,,,,,,9,65
,LEGO Tips for Kids: Minions ,https://images.brickset.com/sets/small/ISBN3958434940-1.jpg,Books,Heel-Verlag,2017,,,,,,1,49
,LEGO Tips for Kids: Transformers,https://images.brickset.com/sets/small/ISBN3958434959-1.jpg,Books,Heel-Verlag,2017,,,,,,1,118
,Mini Batmobile,https://images.brickset.com/sets/small/MINIBATMOBILE-1.jpg,The LEGO Batman Movie,Promotional,2017,,,,,,19,72
,Clay,https://images.brickset.com/sets/small/NEX271712-1.jpg,Nexo Knights,Magazine Gift,2017,,,,,,237,85
,Merlok 2.0,https://images.brickset.com/sets/small/NEX271713-1.jpg,Nexo Knights,Magazine Gift,2017,,,,,,176,93
,Robin,https://images.brickset.com/sets/small/NEX271714-1.jpg,Nexo Knights,Magazine Gift,2017,,,,,,,
,Lance's Cart,https://images.brickset.com/sets/small/NEX271715-1.jpg,Nexo Knights,Magazine Gift,2017,,,,,,24,22
,Jay,https://images.brickset.com/sets/small/NIN891721-1.jpg,Ninjago,Magazine Gift,2017,,,,,,228,47
,Cole,https://images.brickset.com/sets/small/NIN891722-1.jpg,Ninjago,Magazine Gift,2017,,,,,,161,41
,Kai,https://images.brickset.com/sets/small/NIN891723-1.jpg,Ninjago,Magazine Gift,2017,,,,,,,
,Zane,https://images.brickset.com/sets/small/NIN891724-1.jpg,Ninjago,Magazine Gift,2017,,,,,,72,24
,Lloyd,,Ninjago,Magazine Gift,2017,,,,,,0,0
,Flash Speeder,https://images.brickset.com/sets/small/SW911618-1.jpg,Star Wars,Magazine Gift,2017,,,,,,432,191
,Kanan Jarrus,https://images.brickset.com/sets/small/SW911719-1.jpg,Star Wars,Magazine Gift,2017,,,,,,703,231
,The Ghost,https://images.brickset.com/sets/small/SW911720-1.jpg,Star Wars,Magazine Gift,2017,,,,,,411,180
,Imperial Combat Driver,https://images.brickset.com/sets/small/SW911721-1.jpg,Star Wars,Magazine Gift,2017,,,,,,480,167
,TIE Advanced,https://images.brickset.com/sets/small/SW911722-1.jpg,Star Wars,Magazine Gift,2017,,,,,,236,84
,Vulture Droid,,Star Wars,Magazine Gift,2017,,,,,,0,0
,Flying Batmobile,https://images.brickset.com/sets/small/TRUBATMOBILE-1.jpg,The LEGO Batman Movie,Promotional,2017,,,,,,400,218
,Monster,https://images.brickset.com/sets/small/TRUNEXOMONSTER-1.jpg,Nexo Knights,Miscellaneous,2017,,,,,,77,72
